지역,매장,테마,별점,난이도,리뷰수
서울(기타),코난 이스케이프 구로디지털단지역점,악마를 보았다,3.49,5,73
포항,더패닉 이스케이프,파괴된 도시,3.48,7,46
노원,셜록홈즈 노원점,도둑들,3.48,5,23
잠실,큐브 이스케이프 잠실점,타이타닉,3.46,7,91
강남,세븐클루스 강남 1호점,THE HOLE,3.46,3,130
노원,셜록홈즈 노원점,스토커,3.45,6,29
부산,더락 이스케이프 경성대점,선과 칠호의 행방불명,3.45,6,42
홍대,ESC 홍대점,여신의 눈물 : 코이누르,3.45,3,126
포항,더패닉 이스케이프,스파이,3.44,5,45
수원,방탈출 탐정,여고괴담,3.43,10,86
경상(기타),더 지니어스,박씨네 라면가게,3.41,9,41
서울(기타),큐브 이스케이프 천호점,Aphilia : 장미의 비밀,3.41,5,85
부산,더락 이스케이프 부산대점,의뢰인,3.41,4,44
전주,큐브 이스케이프 전주점,좀비스쿨,3.4,5,47
서울(기타),셜록홈즈 영등포점,지하감옥,3.4,4,25
부산,더락 이스케이프 경성대점,오리엔탈 특급열차 살인사건,3.38,6,37
부산,더락 이스케이프 경성대점,우리 집에 왜 왔니,3.38,6,34
천안,셜록홈즈 천안 1호점,무속인 살인사건,3.33,0,21
경상(기타),더코드 진주점,의문의 동창회,3.33,0,3
광주,이스케이프탑 광주점,프리즌 브레이크 : 1508,3.33,0,12
전라(기타),셜록홈즈 여수점,전기톱 살인사건,3.33,0,9
제주,셜록홈즈 제주시청점,마법사의 세계,3.33,0,3
제주,셜록홈즈 제주제원점,웨딩크루즈 살인사건 - 2탄,3.33,0,3
의정부,EXIT 의정부,냉동창고,3.33,6,78
서울(기타),코난 이스케이프 구로디지털단지역점,미대생의 죽음,3.33,5,81
수원,시그널 헌터 광교중앙점,추적자 : 그 남자의 방,3.33,4,48
대전,ESC 대전둔산점,헨젤과 그레텔,3.33,3,24
의정부,EXIT 의정부,prison,3.33,2,78
부산,더락 이스케이프 부산대점,절대반지의 비밀,3.33,1,45
홍대,이스케이프 하우스,살인호텔,3.3,6,47
부산,큐방탈출카페 서면점,백설공주,3.26,5,43
홍대,시크릿코드 홍대점,조난자들,3.25,4,117
홍대,큐브 이스케이프 홍대점,헨젤과 그레텔,3.25,4,114
부산,코드미스터리,싸이코,3.24,9,51
전주,큐브 이스케이프 전주점,Obsession : 집착,3.24,5,17
전주,원타임 전주신시가지점,마법사의 세계,3.21,0,14
전주,큐브 이스케이프 전주점,Deliver,3.2,6,25
잠실,셜록홈즈 잠실 1호점,웨딩크루즈 살인사건,3.2,4,64
대전,이스케이프탑 대전점,미션 : 폭탄제거,3.18,0,11
대전,큐브 이스케이프 대전점,카타콤,3.18,0,11
광주,이스케이프탑 광주점,해리포터 : 마법사의 방,3.18,0,11
제주,언리미티드 이스케이프,피의 멜로디,3.18,4,44
의정부,EXIT 의정부,폐쇄병동,3.18,3,85
수원,방탈출 탐정,사라진 피카소,3.17,8,82
서울(기타),셜록홈즈 영등포점,미녀와 야수2,3.17,7,41
인천,콜드 케이스 2호점,악몽,3.15,5,27
홍대,큐브 이스케이프 홍대점,타워링,3.13,6,115
서울(기타),더코드 회기점,다시 시작된 살인사건,3.12,0,8
대전,방탈출 추리존,전기톱 살인사건,3.12,2,16
포항,더패닉 이스케이프,피의 멜로디,3.11,7,45
경상(기타),더 지니어스,탐정사무소 검은 방,3.1,8,42
의정부,EXIT 의정부,흉가,3.1,6,79
대구,코드네임 블랙 대구점,그녀의 오피스텔,3.1,5,21
경상(기타),더 지니어스,생체실험실,3.05,9,41
부산,코드미스터리,곤지암 정신병원 살인사건,3.04,5,51
홍대,해피앤딩,어?계인씨!,3,0,5
청주,셜록홈즈 청주점,반 고흐의 방,3,0,5
부산,이스케이프탑 부산 1호점,프리즌 : 수감번호1508,3,0,5
울산,이스케이프탑 울산점,해적 : 저주받은 캐리비호(AR),3,0,5
창원,이스케이프탑 창원점,해적 : 저주받은 캐리비호(AR),3,0,5
홍대,큐브 이스케이프 홍대점,Deliver,2.97,7,111
전라(기타),어메이징 이스케이프,파괴된 도시,2.96,8,27
서울(기타),비트포비아 명동점,드러건 [배신의 씨앗 : 의심],2.95,3,39
전주,큐브 이스케이프 전주점,헨젤과 그레텔,2.92,3,24
홍대,엑스이스케이프 홍대상상마당점,몬스터 탐험가,2.91,1,67
대학로,비밀의 화원 시네마틱 혜화점,삼남매 이씨 (차녀),2.91,1,79
서울(기타),월투월방탈출 서울대입구점,이상한 나라의 초대,2.87,3,47
경기(기타),셜록홈즈 용인점,마법사의 세계,2.86,0,7
부산,이스케이프탑 부산 1호점,여고괴담(AR),2.86,0,7
부산,큐방탈출카페 서면점,산타의 비밀,2.86,0,14
전라(기타),셜록홈즈 순천점,스토커,2.86,0,7
부산,더락 이스케이프 경성대점,미스터리 동호회 -산장편-,2.86,8,35
홍대,큐브 이스케이프 홍대점,게슈타포,2.83,5,115
전주,큐브 이스케이프 전주점,신데렐라,2.81,5,16
홍대,큐브 이스케이프 홍대점,장기밀매,2.79,9,129
홍대,큐브 이스케이프 홍대점,로미오 포인트,2.77,8,94
전라(기타),어메이징 이스케이프,메이저리그,2.76,5,29
홍대,시크릿코드 홍대점,미션(이지모드),2.75,0,20
경상(기타),더 지니어스,마르코의 방,2.75,6,40
잠실,셜록홈즈 잠실 1호점,빛과 그림자 : 화이트의 죽음2,2.74,3,31
대전,ESC 대전둔산점,수상한 병원,2.73,8,22
홍대,엑스이스케이프 홍대상상마당점,타로술사의 비밀,2.69,2,65
광주,이스케이프탑 광주점,원피스 : 보물 탈취작전,2.69,2,39
전주,원타임 전주신시가지점,도둑들,2.67,7,15
홍대,큐브 이스케이프 홍대점,몽키 하우스,2.66,5,124
홍대,엑스이스케이프 홍대상상마당점,애인탈옥,2.66,2,62
잠실,셜록홈즈 잠실 1호점,미대교수의 비밀,2.64,5,87
전주,큐브 이스케이프 전주점,피고인,2.61,9,23
전주,원타임 전주신시가지점,정신병동 플래쉬 백,2.59,8,29
홍대,엑스이스케이프 홍대상상마당점,인육판매자,2.59,2,58
인천,리즌 방탈출,빛과 그림자 : 화이트의 죽음2,2.5,0,2
성남,셜록홈즈 분당야탑점,무속인 살인사건,2.5,0,16
대전,큐브 이스케이프 대전점,타이타닉,2.5,0,12
울산,이스케이프탑 울산점,마법사 : 미로의 방(AR),2.5,0,2
울산,이스케이프탑 울산점,젠틀맨 : 요원의 자격(AR),2.5,0,2
창원,이스케이프탑 창원점,젠틀맨 : 요원의 자격(AR),2.5,0,4
광주,이스케이프탑 광주점,킹스맨 : 요원의 자격,2.5,0,14
전라(기타),셜록홈즈 순천점,도둑들,2.5,0,6
전라(기타),셜록홈즈 순천점,마법사의 세계,2.5,0,6
홍대,엑스이스케이프 홍대놀이터점,저주인형,2.5,2,68
잠실,셜록홈즈 잠실 1호점,산속의 여인,2.47,4,89
전주,큐브 이스케이프 전주점,제시의 시크릿,2.45,9,49
홍대,엑스이스케이프 홍대놀이터점,인형살인,2.42,1,60
대전,고스트키,학교,2.41,6,56
홍대,엑스이스케이프 홍대놀이터점,인육식당,2.38,7,63
대전,고스트키,그 살인자의 집,2.35,8,51
홍대,엑스이스케이프 홍대놀이터점,사진괴담,2.35,4,66
경기(기타),셜록홈즈 용인점,이상한 나라의 초대,2.27,0,11
대전,고스트키,드라큘라백작의 성,2.27,6,55
홍대,엑스이스케이프 홍대놀이터점,해골성당,2.26,4,62
광주,이스케이프탑 광주점,여고괴담 : 과학실 살인사건,2.22,0,9
대전,고스트키,내 부인이 사라졌어요,2.22,4,54
부산,이스케이프탑 부산 1호점,젠틀맨 : 요원의 자격(AR),2.19,0,16
전라(기타),셜록홈즈 순천점,저주받은 집,2.08,0,12
창원,이스케이프탑 창원점,더미러 : 싸이코패스,2,0,5
제주,셜록홈즈 제주시청점,반 고흐의 방,2,0,5
전라(기타),어메이징 이스케이프,그들의 목소리,2,6,30
경상(기타),더 지니어스,레베카의 은밀한 초대,1.83,8,41
창원,이스케이프탑 창원점,여고괴담(AR),1.67,0,3
창원,이스케이프탑 창원점,마법사 : 미로의 방(AR),1.25,0,4
강원,셜록홈즈 강릉점,마법사의 세계,1.25,0,4
울산,이스케이프탑 울산점,쥬라기S : 바이러스,0,0,3
울산,이스케이프탑 울산점,프리즌 : 수감번호1508,0,0,2
울산,이스케이프탑 울산점,미션 : 폭탄제거,0,0,2
창원,이스케이프탑 창원점,프리즌 : 수감번호1508,0,0,2
창원,이스케이프탑 창원점,미션 : 폭탄제거,0,0,3
강원,셜록홈즈 강릉점,이상한 나라의 초대,0,0,5
